OrderID,CustomerID,ProductID,OrderDate,Quantity,Discount,Sales,Profit
1150,68,43,2022-07-31,3,0.09,5413.1,401.7
1151,95,3,2023-08-15,5,0.14,6458.47,1070.4
1152,61,78,2023-05-23,1,0.05,784.98,182.65
1153,25,87,2023-12-24,2,0.22,1457.02,425.39
1154,99,61,2023-05-08,4,0.13,2635.26,401.55
1155,8,7,2022-02-20,2,0.27,2782.12,379.1
1156,168,42,2023-05-22,5,0.28,3529.73,329.92
1157,123,5,2022-04-20,2,0.27,1514.14,278.23
1158,52,68,2024-06-03,2,0.01,2207.66,150.39
1159,191,58,2022-07-25,4,0.12,1277.13,321.46
1160,26,43,2022-01-20,3,0.27,4342.38,342.31
1161,172,36,2023-07-16,2,0.21,456.18,123.5
1162,148,71,2022-08-23,1,0.03,1375.18,127.32
1163,158,9,2023-07-05,2,0.25,193.3,51.31
1164,19,53,2024-08-26,3,0.07,851.98,216.69
1165,180,47,2024-10-20,4,0.04,4296.77,1282.34
1166,161,11,2023-05-23,5,0.11,2998.1,543.37
1167,99,45,2024-12-28,4,0.28,5525.8,1463.73
1168,104,29,2022-02-24,2,0.17,2252.09,589.64
1169,125,32,2024-01-23,4,0.1,6957.58,591.13
1170,108,87,2023-03-11,4,0.06,3511.8,997.29
1171,45,22,2024-06-06,5,0.24,1798.88,489.29
1172,89,41,2024-01-14,1,0.02,1292.65,331.5
1173,11,30,2024-07-16,4,0.25,4204.83,885.37
1174,43,6,2024-05-19,3,0.17,95.59,13.42
1175,75,7,2024-11-17,2,0.06,3582.45,767.64
1176,190,96,2023-06-30,3,0.03,505.0,62.43
1177,176,22,2022-11-09,1,0.25,355.04,29.05
1178,132,23,2022-06-29,3,0.19,3596.84,1005.13
1179,160,4,2023-08-13,2,0.07,3286.21,654.56
1180,165,63,2024-01-29,3,0.17,2783.27,773.01
1181,110,71,2023-01-14,4,0.09,5160.46,1354.61
1182,63,64,2022-11-25,5,0.03,3042.21,524.18
1183,46,75,2022-09-28,1,0.05,1383.86,233.51
1184,7,4,2024-08-15,1,0.06,1660.77,160.2
1185,168,74,2022-08-14,1,0.26,991.48,162.29
1186,61,24,2024-12-11,3,0.22,4107.71,373.45
1187,85,66,2024-03-23,2,0.21,2825.07,587.01
1188,140,59,2022-08-15,2,0.26,1964.64,339.36
1189,61,87,2023-01-02,3,0.15,2381.67,234.27
1190,42,10,2024-05-26,3,0.24,165.69,42.77
1191,71,1,2024-05-15,4,0.01,434.81,56.79
1192,55,81,2022-03-12,3,0.15,933.99,258.48
1193,200,89,2024-05-03,3,0.02,5405.78,812.16
1194,128,93,2022-01-19,3,0.02,1273.87,173.5
1195,151,76,2023-12-30,4,0.02,1025.75,294.44
1196,166,71,2022-02-02,2,0.07,2636.94,701.72
1197,29,50,2022-10-26,2,0.2,992.34,142.91
1198,89,57,2022-11-09,1,0.2,654.88,72.54
1199,193,22,2023-09-11,5,0.23,1822.55,472.18
1200,91,55,2023-11-04,2,0.18,2690.27,207.26
1201,125,48,2024-07-07,2,0.08,1058.2,65.84
1202,7,64,2023-10-18,1,0.18,514.35,67.46
1203,153,74,2023-07-31,4,0.28,3858.74,222.65
1204,182,56,2022-05-21,2,0.11,3230.81,725.26
1205,175,69,2022-01-29,3,0.03,3630.28,568.5
1206,109,53,2022-04-03,3,0.02,897.79,210.82
1207,91,4,2022-05-08,5,0.02,8657.22,2505.09
1208,132,8,2023-11-28,5,0.11,1053.85,162.46
1209,68,15,2024-07-17,2,0.22,1277.06,150.91
1210,56,36,2023-06-18,2,0.21,456.18,94.45
1211,26,56,2023-12-19,4,0.01,7187.64,1464.45
1212,122,57,2024-05-21,4,0.03,3176.17,884.87
1213,41,9,2024-05-27,3,0.09,351.82,90.81
1214,28,48,2024-08-03,1,0.08,529.1,51.42
1215,133,37,2023-03-13,4,0.12,4455.79,821.44
1216,109,2,2024-05-29,4,0.11,1858.68,236.23
1217,145,69,2024-03-24,3,0.08,3443.16,323.44
1218,187,74,2024-03-31,5,0.06,6297.25,1612.37
1219,29,51,2022-09-08,5,0.2,679.76,199.21
1220,62,74,2024-04-11,4,0.04,5144.99,794.56
1221,45,58,2022-04-22,1,0.01,359.19,77.89
1222,72,65,2023-03-12,3,0.1,878.01,51.94
1223,98,31,2022-03-24,3,0.03,3877.14,862.41
1224,43,60,2022-01-11,2,0.2,1502.56,139.5
1225,99,69,2022-12-15,1,0.2,998.02,248.63
1226,51,58,2022-10-18,1,0.14,312.03,62.51
1227,98,76,2023-10-23,2,0.18,429.14,26.38
1228,79,50,2024-02-16,5,0.0,3101.05,420.18
1229,181,17,2022-12-30,3,0.18,3933.84,819.01
1230,92,78,2024-03-16,3,0.04,2379.72,603.36
1231,9,78,2022-07-26,4,0.14,2842.44,188.53
1232,173,75,2022-12-15,5,0.13,6336.6,656.34
1233,12,52,2024-12-28,5,0.19,7669.16,710.95
1234,10,65,2024-06-08,2,0.14,559.33,32.15
1235,132,86,2022-07-13,2,0.29,1515.65,431.02
1236,38,8,2024-02-17,2,0.05,449.96,65.83
1237,56,29,2022-12-18,4,0.03,5263.92,681.78
1238,64,92,2022-03-14,1,0.11,47.11,13.36
1239,71,99,2022-03-15,4,0.05,3295.25,363.93
1240,150,75,2024-06-14,3,0.04,4195.27,1116.56
1241,57,49,2024-11-30,5,0.27,3410.16,810.01
1242,108,41,2022-04-08,4,0.29,3746.05,513.91
1243,171,22,2024-02-12,3,0.22,1107.73,277.31
1244,60,100,2024-10-16,1,0.23,1208.64,91.5
1245,51,83,2024-12-04,2,0.15,1989.61,342.56
1246,186,53,2023-02-26,3,0.06,861.14,255.62
1247,16,3,2024-11-03,5,0.27,5482.19,729.09
1248,99,46,2023-07-07,4,0.22,4412.55,716.79
1249,17,100,2023-08-30,1,0.29,1114.46,217.28
1250,136,71,2023-10-14,3,0.09,3870.35,1127.48
1251,3,16,2024-12-04,3,0.03,4847.19,724.45
1252,172,30,2024-07-16,4,0.25,4204.83,857.82
1253,193,27,2024-01-15,2,0.16,898.04,176.81
1254,188,26,2022-06-03,1,0.23,1379.32,395.26
1255,113,79,2024-09-26,5,0.14,7711.75,2308.78
1256,128,32,2024-02-13,1,0.22,1507.47,395.04
1257,43,93,2024-08-26,4,0.06,1629.17,463.49
1258,78,1,2023-10-03,4,0.17,364.54,65.09
1259,177,61,2022-03-16,2,0.02,1484.23,162.16
1260,170,75,2024-06-24,3,0.15,3714.56,708.55
1261,62,74,2023-03-13,5,0.03,6498.22,1738.1
1262,33,91,2023-08-19,4,0.1,1626.08,253.67
1263,5,96,2024-08-21,2,0.14,298.49,31.45
1264,194,16,2023-02-26,1,0.24,1265.93,356.46
1265,117,25,2023-03-30,1,0.0,512.16,31.84
1266,158,28,2023-10-27,3,0.16,2483.26,200.9
1267,107,69,2024-03-03,4,0.0,4990.08,517.85
1268,132,32,2024-10-02,5,0.09,8793.6,549.35
1269,93,14,2024-11-23,5,0.08,1562.25,326.97
1270,84,36,2024-12-26,3,0.08,796.87,102.28
1271,73,66,2022-09-22,5,0.16,7509.68,1543.89
1272,72,17,2024-09-16,1,0.17,1327.27,307.36
1273,130,23,2022-04-21,4,0.07,5506.27,445.79
1274,65,17,2022-12-15,1,0.04,1535.16,286.93
1275,31,15,2024-05-19,2,0.09,1489.91,305.55
1276,29,71,2023-05-28,2,0.17,2353.4,279.61
1277,102,94,2022-01-08,2,0.05,902.16,162.64
1278,26,92,2024-02-02,1,0.12,46.58,10.36
1279,182,6,2024-12-23,4,0.06,144.35,33.05
1280,77,11,2022-09-30,3,0.01,2000.98,131.07
1281,133,52,2024-06-08,5,0.01,9373.42,615.56
1282,132,52,2023-01-16,3,0.24,4317.45,399.32
1283,159,41,2024-11-19,1,0.0,1319.03,237.31
1284,8,71,2023-07-30,3,0.09,3870.35,768.83
1285,129,36,2024-07-23,3,0.21,684.27,103.87
1286,179,19,2022-02-13,1,0.03,1113.39,225.13
1287,22,68,2024-01-21,3,0.13,2910.1,289.32
1288,111,75,2023-02-03,4,0.24,4428.34,1131.83
1289,36,18,2022-04-29,4,0.0,4936.6,441.15
1290,94,26,2022-08-31,2,0.07,3331.87,920.34
1291,141,30,2023-09-11,1,0.05,1331.53,330.03
1292,177,29,2023-09-04,5,0.15,5765.89,1326.71
1293,148,34,2023-09-15,2,0.25,243.81,36.95
1294,137,100,2023-05-16,3,0.15,4002.63,818.22
1295,21,91,2024-07-25,4,0.01,1788.69,360.34
1296,164,86,2023-05-31,4,0.07,3970.58,632.31
1297,129,28,2023-04-19,2,0.05,1872.3,367.3
1298,189,66,2023-05-11,3,0.18,4398.53,232.01
1299,84,28,2024-02-05,4,0.13,3429.26,739.13
1300,161,33,2023-06-24,2,0.11,1002.71,231.39
1301,44,68,2024-03-09,2,0.29,1583.27,454.95
1302,177,11,2024-05-01,2,0.25,1010.6,106.38
1303,159,88,2024-09-18,5,0.14,4990.97,359.44
1304,161,20,2024-01-29,2,0.08,2548.9,552.07
1305,42,98,2023-08-16,2,0.27,1474.64,262.3
1306,77,91,2022-10-09,4,0.24,1373.14,171.32
1307,26,90,2024-11-10,1,0.05,1607.87,128.74
1308,77,99,2024-01-17,1,0.21,685.06,83.2
1309,51,50,2024-04-23,4,0.22,1935.06,106.1
1310,87,46,2022-11-23,5,0.15,6010.69,1706.99
1311,79,48,2024-03-09,5,0.06,2703.02,620.57
1312,124,28,2023-05-21,1,0.28,709.5,47.34
1313,65,46,2022-05-22,5,0.09,6434.97,1012.79
1314,68,96,2022-09-07,1,0.25,130.16,33.48
1315,58,4,2024-09-16,2,0.14,3038.86,897.96
1316,192,87,2024-06-13,5,0.05,4436.45,586.62
1317,173,99,2023-06-07,4,0.28,2497.45,509.02
1318,191,76,2024-08-16,2,0.12,460.54,134.51
1319,10,28,2023-04-05,2,0.24,1497.84,100.22
1320,154,81,2024-02-15,2,0.11,651.96,182.89
1321,26,79,2024-03-17,2,0.21,2833.62,481.97
1322,6,72,2023-10-20,4,0.25,4897.53,639.14
1323,171,38,2023-02-12,3,0.3,445.52,48.7
1324,36,48,2023-01-21,1,0.06,540.6,160.0
1325,131,35,2024-08-08,1,0.21,844.23,77.11
1326,125,18,2023-02-05,3,0.06,3480.3,691.91
1327,77,73,2023-08-03,5,0.07,5484.81,1415.71
1328,152,53,2022-10-20,5,0.25,1145.14,225.93
1329,189,55,2022-06-22,5,0.09,7463.87,1741.37
1330,42,40,2023-05-10,1,0.01,603.44,161.23
1331,64,88,2022-02-17,5,0.12,5107.04,793.8
1332,78,64,2024-07-21,4,0.01,2483.95,635.21
1333,136,16,2024-10-15,4,0.2,5330.24,1124.89
1334,107,33,2022-01-19,3,0.13,1470.27,338.8
1335,59,10,2022-01-28,4,0.27,212.2,41.37
1336,35,55,2023-02-10,5,0.1,7381.85,1555.82
1337,61,7,2022-06-15,1,0.07,1772.17,284.71
1338,6,38,2022-12-29,5,0.03,1028.93,239.67
1339,200,38,2022-08-13,1,0.04,203.66,50.56
1340,69,46,2024-08-29,5,0.06,6647.12,738.89
1341,102,25,2023-05-21,4,0.2,1638.91,259.56
1342,1,85,2022-05-29,4,0.17,3090.22,700.21
1343,87,65,2024-08-23,4,0.08,1196.7,258.67
1344,58,27,2023-11-03,5,0.2,2138.2,261.82
1345,84,33,2022-05-05,3,0.09,1537.86,455.4
1346,95,27,2024-12-13,1,0.2,427.64,62.44
1347,5,87,2023-05-21,4,0.17,3100.85,357.16
1348,99,81,2022-07-26,3,0.02,1076.83,151.26
1349,125,36,2023-01-24,2,0.04,554.34,50.92
1350,98,24,2023-05-24,5,0.25,6582.86,854.81
1351,163,57,2023-10-21,2,0.18,1342.5,153.24
1352,29,79,2022-04-12,5,0.06,8429.12,2463.89
1353,15,77,2022-02-19,5,0.3,4870.95,981.74
1354,34,62,2022-02-07,3,0.14,2258.58,607.73
1355,63,75,2022-06-06,5,0.22,5681.09,1115.39
1356,154,86,2024-01-30,5,0.11,4749.75,972.33
1357,37,51,2023-07-12,5,0.07,790.22,188.8
1358,88,67,2024-12-09,3,0.14,1234.4,100.45
1359,100,15,2023-05-11,2,0.24,1244.32,283.38
1360,140,40,2022-08-27,4,0.03,2365.02,553.96
1361,136,66,2023-01-03,3,0.07,4988.58,528.08
1362,55,68,2024-03-23,5,0.27,4069.68,1196.37
1363,85,54,2022-03-06,1,0.01,1950.19,527.84
1364,182,73,2022-01-09,5,0.21,4659.14,750.2
1365,13,42,2022-06-10,2,0.23,1509.94,214.39
1366,191,37,2024-07-14,3,0.14,3265.89,945.47
1367,60,81,2024-07-22,2,0.04,703.24,162.23
1368,85,74,2024-11-26,5,0.03,6498.22,1688.47
1369,142,8,2022-01-11,5,0.11,1053.85,154.94
1370,145,86,2023-10-27,3,0.04,3074.0,746.71
1371,75,38,2022-06-18,5,0.17,880.42,131.32
1372,70,30,2023-07-01,4,0.26,4148.77,640.47
1373,136,39,2022-02-12,2,0.02,2668.13,660.03
1374,90,100,2024-03-03,2,0.02,3076.53,891.06
1375,130,28,2024-10-05,3,0.27,2158.07,350.2
1376,21,13,2024-09-20,1,0.21,927.76,81.86
1377,140,60,2024-02-15,3,0.09,2563.74,376.48
1378,176,92,2023-03-23,3,0.22,123.86,28.13
1379,90,40,2022-08-26,4,0.02,2389.4,476.44
1380,74,48,2022-01-22,5,0.07,2674.26,306.89
1381,6,70,2024-09-02,1,0.11,970.22,205.34
1382,17,1,2023-04-17,1,0.13,95.53,18.47
1383,134,3,2024-06-23,1,0.22,1171.54,102.27
1384,171,17,2022-10-05,2,0.22,2494.63,341.65
1385,150,95,2024-04-06,3,0.3,990.46,186.24
1386,39,21,2022-12-13,4,0.2,3365.54,996.35
1387,92,46,2023-05-07,3,0.29,3012.42,421.6
1388,80,74,2024-05-20,2,0.21,2116.95,224.72
1389,67,22,2022-11-03,2,0.24,719.55,57.32
1390,107,83,2022-07-03,4,0.17,3885.6,456.48
1391,168,36,2023-11-23,4,0.29,819.96,105.78
1392,153,31,2023-05-28,1,0.11,1185.79,93.39
1393,159,1,2024-02-27,5,0.23,422.73,44.77
1394,90,33,2022-07-09,1,0.19,456.29,127.53
1395,5,96,2022-12-13,3,0.25,390.46,25.73
1396,118,51,2022-09-21,5,0.25,637.28,137.49
1397,185,49,2023-08-19,1,0.27,682.03,93.33
1398,46,73,2024-05-30,2,0.16,1981.61,219.56
1399,199,64,2022-12-01,4,0.29,1781.42,122.75
1400,169,6,2022-05-02,4,0.06,144.35,12.23
1401,145,5,2023-10-19,5,0.11,4615.01,919.9
1402,33,33,2024-01-10,2,0.28,811.18,94.22
1403,78,15,2023-08-28,4,0.19,2652.36,612.05
1404,119,50,2024-11-06,1,0.26,458.96,66.57
1405,47,32,2024-12-28,4,0.24,5875.29,344.38
1406,95,93,2024-10-08,2,0.29,615.27,37.61
1407,145,3,2024-05-10,2,0.18,2463.23,394.34
1408,101,4,2024-12-15,5,0.17,7332.14,1597.86
1409,164,82,2024-04-10,3,0.18,1761.09,179.85
1410,62,16,2024-06-09,5,0.08,7662.22,1818.56
1411,132,90,2023-07-02,2,0.05,3215.73,171.51
1412,58,53,2024-11-13,3,0.04,879.47,255.84
1413,167,69,2023-08-27,2,0.24,1896.23,521.78
1414,40,14,2024-11-09,2,0.2,543.39,121.69
1415,14,76,2024-06-20,3,0.1,706.51,57.98
1416,157,39,2024-10-25,1,0.2,1089.03,281.75
1417,55,48,2022-11-07,2,0.02,1127.22,169.47
1418,53,82,2023-03-01,3,0.09,1954.38,323.05
1419,145,21,2024-01-26,2,0.02,2061.39,454.55
1420,53,48,2022-02-18,2,0.18,943.18,222.8
1421,147,49,2023-12-24,2,0.1,1681.72,183.89
1422,78,41,2023-06-06,1,0.28,949.7,202.72
1423,4,4,2024-10-22,5,0.03,8568.88,2152.29
1424,62,3,2024-07-02,1,0.16,1261.65,289.17
1425,136,12,2024-07-05,5,0.26,4476.19,1247.55
1426,84,22,2022-06-01,3,0.18,1164.54,140.77
1427,130,34,2023-05-21,4,0.23,500.62,127.91
1428,67,52,2022-12-19,1,0.03,1836.81,529.46
1429,130,79,2023-02-27,5,0.08,8249.78,2013.85
1430,185,18,2024-03-10,3,0.1,3332.21,633.51
1431,123,83,2024-09-13,1,0.2,936.29,124.1
1432,123,97,2024-05-01,1,0.29,971.72,216.58
1433,22,80,2022-01-02,4,0.02,4531.17,1083.23
1434,96,65,2024-07-13,3,0.05,926.79,238.7
1435,3,34,2022-01-11,3,0.23,375.47,101.57
1436,71,67,2024-07-28,2,0.01,947.33,275.64
1437,128,15,2024-07-17,1,0.14,704.02,181.48
1438,146,82,2023-10-13,4,0.01,2834.92,830.12
1439,143,76,2024-03-07,5,0.25,981.26,85.34
1440,111,51,2023-03-09,4,0.02,666.16,150.31
1441,111,2,2022-10-22,1,0.13,454.23,38.57
1442,105,20,2023-04-09,5,0.17,5748.87,979.53
1443,62,82,2024-07-28,4,0.06,2691.75,720.0
1444,85,30,2023-03-13,2,0.16,2354.7,548.85
1445,139,35,2023-09-06,5,0.19,4328.03,685.47
1446,155,10,2024-09-09,5,0.07,337.92,51.67
1447,116,13,2022-03-02,5,0.11,5225.99,1212.04
1448,12,61,2023-04-10,2,0.09,1378.21,394.37
1449,10,53,2024-09-27,1,0.24,232.08,42.46
1450,151,97,2024-07-17,3,0.27,2997.28,725.06
1451,170,100,2023-04-20,3,0.23,3625.91,759.67
1452,101,34,2024-08-25,3,0.13,424.23,66.88
1453,55,85,2022-03-25,3,0.02,2736.52,767.64
1454,190,20,2023-08-21,5,0.22,5402.55,1379.45
1455,61,23,2022-10-03,5,0.01,7326.89,751.78
1456,132,36,2023-08-17,4,0.25,866.16,164.17
1457,57,7,2022-05-05,4,0.29,5411.79,1124.73
1458,128,76,2022-07-05,4,0.27,764.08,154.73
1459,146,61,2023-01-22,1,0.28,545.23,103.39
1460,159,17,2022-12-13,5,0.28,5756.83,1441.8
1461,45,96,2023-07-08,5,0.17,720.19,47.56
1462,194,15,2023-09-23,1,0.09,744.95,63.73
1463,52,11,2022-03-05,5,0.16,2829.67,477.85
1464,140,67,2023-12-01,5,0.19,1937.72,375.38
1465,39,63,2024-10-30,5,0.01,5533.01,1202.85
1466,188,77,2023-02-08,2,0.27,2031.88,328.43
1467,127,48,2022-10-15,1,0.2,460.09,94.65
1468,96,15,2022-06-05,4,0.03,3176.28,435.48
1469,20,12,2022-11-02,3,0.05,3447.87,177.11
1470,173,10,2022-01-04,1,0.18,59.59,9.91
1471,185,59,2023-03-03,2,0.05,2522.17,389.23
1472,74,6,2022-10-29,5,0.02,188.11,54.3
1473,180,69,2023-03-11,4,0.06,4690.68,839.17
1474,72,61,2022-06-20,3,0.06,2135.47,571.35
1475,65,47,2023-07-01,4,0.0,4475.8,325.36
1476,150,29,2024-08-06,5,0.06,6376.4,656.56
1477,186,37,2022-10-29,1,0.12,1113.95,104.9
1478,52,95,2023-11-23,2,0.27,688.61,107.15
1479,99,31,2024-08-09,3,0.09,3637.32,284.73
1480,81,7,2024-10-08,4,0.12,6707.57,355.34
1481,15,30,2022-04-12,4,0.2,4485.15,999.31
1482,53,10,2024-12-07,4,0.15,247.08,12.57
1483,190,10,2022-08-22,4,0.01,287.77,68.72
1484,78,34,2024-04-19,3,0.08,448.61,35.01
1485,154,91,2023-08-27,2,0.1,813.04,51.59
1486,80,64,2022-11-05,4,0.16,2107.59,330.43
1487,122,69,2023-10-29,2,0.07,2320.39,198.82
1488,36,85,2023-02-02,5,0.19,3769.7,996.45
1489,176,47,2022-04-11,3,0.1,3021.17,813.13
1490,172,31,2024-12-26,3,0.17,3317.55,749.52
1491,29,75,2023-01-09,4,0.07,5418.89,773.92
1492,51,91,2022-04-29,3,0.04,1300.87,378.99
1493,144,87,2024-09-23,1,0.23,719.17,195.75
1494,188,54,2023-04-26,1,0.14,1694.11,392.58
1495,192,97,2023-04-07,4,0.29,3886.88,875.58
1496,10,77,2022-08-16,1,0.03,1349.95,151.27
1497,10,84,2022-12-14,1,0.07,412.57,30.11
1498,129,74,2023-12-07,2,0.14,2304.52,290.49
1499,82,46,2024-10-15,5,0.3,4949.98,1149.06
1500,86,78,2024-07-06,3,0.12,2181.41,637.91
1501,101,66,2023-02-19,4,0.12,6293.83,1187.65
1502,148,27,2023-06-12,2,0.05,1015.64,238.68
1503,90,86,2022-01-10,3,0.26,2369.54,414.21
1504,60,97,2022-05-11,1,0.05,1300.19,282.49
1505,54,41,2022-03-19,2,0.12,2321.49,489.32
1506,157,6,2022-12-14,1,0.01,38.01,6.77
1507,136,79,2022-08-07,3,0.04,5165.08,912.32
1508,191,93,2022-03-19,2,0.24,658.6,51.4
1509,153,78,2023-05-13,3,0.18,2032.67,393.04
1510,90,11,2024-09-06,1,0.09,613.09,89.52
1511,77,44,2022-03-24,5,0.06,5736.07,545.61
1512,188,37,2024-10-31,1,0.06,1189.9,159.22
1513,197,77,2022-04-01,2,0.04,2672.06,615.65
1514,103,100,2023-06-12,4,0.17,5211.27,1543.61
1515,18,94,2023-09-25,3,0.29,1011.37,277.63
1516,181,22,2023-07-19,3,0.05,1349.16,69.58
1517,36,28,2022-02-20,1,0.15,837.61,79.87
1518,107,3,2024-10-14,4,0.0,6007.88,374.92
1519,197,95,2022-06-04,3,0.08,1301.75,80.84
1520,176,69,2023-07-20,4,0.02,4890.28,394.98
1521,85,71,2022-02-02,5,0.17,5883.5,1646.39
1522,72,3,2023-02-04,3,0.21,3559.67,622.57
1523,140,8,2024-09-26,5,0.05,1124.89,317.25
1524,33,67,2023-06-14,1,0.06,449.74,49.66
1525,148,48,2022-12-24,3,0.21,1363.01,78.86
1526,54,60,2022-05-21,4,0.22,2929.99,787.44
1527,84,53,2024-04-29,5,0.26,1129.87,338.54
1528,9,95,2024-06-24,2,0.26,698.04,100.48
1529,41,8,2024-01-24,1,0.08,217.87,39.93
1530,129,17,2023-07-04,5,0.19,6476.44,1397.0
1531,48,42,2024-10-04,5,0.18,4019.97,491.56
1532,147,2,2024-10-31,1,0.28,375.91,33.16
1533,122,91,2022-05-06,4,0.08,1662.22,230.29
1534,159,83,2024-03-19,3,0.29,2492.87,557.43
1535,13,74,2022-07-17,1,0.04,1286.25,199.27
1536,63,12,2024-07-31,1,0.1,1088.8,202.37
1537,33,7,2024-08-13,2,0.26,2820.23,184.29
1538,191,73,2024-11-05,4,0.17,3916.04,240.66
1539,38,94,2023-04-30,1,0.28,341.87,45.49
1540,141,16,2022-07-15,2,0.25,2498.55,365.54
1541,196,89,2022-06-25,4,0.09,6692.87,1802.2
1542,128,92,2024-03-05,3,0.17,131.8,10.05
1543,34,86,2022-05-15,1,0.26,789.85,85.62
1544,194,50,2022-06-27,5,0.19,2511.85,355.02
1545,67,79,2023-09-27,3,0.2,4304.23,543.0
1546,97,21,2023-01-25,4,0.06,3954.5,1090.21
1547,49,93,2024-12-17,5,0.02,2123.12,315.27
1548,95,52,2022-08-12,1,0.1,1704.26,225.6
1549,19,20,2024-01-25,5,0.01,6857.09,1123.25
1550,170,78,2023-02-17,3,0.25,1859.15,137.97
1551,122,73,2022-02-04,1,0.08,1085.17,120.56
1552,66,57,2024-06-10,1,0.17,679.44,157.07
1553,120,8,2022-01-28,3,0.09,646.52,37.15
1554,139,78,2023-02-01,4,0.19,2677.18,729.29
1555,61,18,2023-07-28,2,0.16,2073.37,114.64
1556,148,58,2024-03-19,3,0.21,859.88,160.75
1557,8,60,2023-12-18,5,0.02,4601.59,944.82
1558,145,12,2024-01-25,5,0.01,5988.41,943.22
1559,164,42,2024-08-25,4,0.16,3294.41,501.0
1560,31,53,2023-07-22,2,0.16,513.02,107.2
1561,112,8,2023-12-12,3,0.17,589.68,136.8
1562,25,53,2023-04-17,4,0.29,867.25,225.6
1563,23,15,2024-01-18,1,0.27,597.6,65.48
1564,42,62,2022-04-03,3,0.29,1864.64,207.3
1565,200,90,2022-12-30,1,0.28,1218.59,316.87
1566,43,66,2024-05-14,3,0.04,5149.5,775.14
1567,21,79,2024-07-19,3,0.04,5165.08,638.65
1568,153,90,2024-05-23,3,0.2,4061.98,1040.55
1569,98,6,2023-11-05,4,0.28,110.56,11.25
1570,47,81,2024-04-15,2,0.06,688.59,74.87
1571,70,85,2023-01-18,4,0.04,3574.23,358.82
1572,173,66,2024-10-27,1,0.08,1644.98,172.16
1573,148,34,2023-01-26,5,0.06,763.94,110.28
1574,29,70,2022-04-23,2,0.09,1984.05,204.09
1575,47,94,2022-07-16,3,0.15,1210.79,244.49
1576,89,50,2022-12-29,1,0.06,583.0,116.61
1577,127,79,2023-08-23,5,0.06,8429.12,1103.05
1578,48,2,2022-12-31,2,0.25,783.15,84.83
1579,164,7,2022-07-02,4,0.11,6783.79,1455.31
1580,200,52,2022-12-07,5,0.28,6817.03,1636.8
1581,89,6,2022-08-30,1,0.05,36.47,4.87
1582,172,16,2022-08-07,5,0.19,6746.08,838.21
1583,46,18,2023-10-28,1,0.2,987.32,54.89
1584,55,41,2023-09-23,2,0.12,2321.49,288.93
1585,181,31,2023-10-16,4,0.29,3783.87,1038.77
1586,52,51,2024-11-15,4,0.11,604.99,157.95
1587,114,95,2024-11-29,3,0.27,1032.91,122.48
1588,195,55,2022-11-24,3,0.13,4281.47,371.15
1589,108,53,2022-10-23,5,0.02,1496.31,236.31
1590,27,76,2023-09-03,4,0.25,785.01,210.49
1591,182,11,2022-08-16,5,0.12,2964.41,759.65
1592,148,20,2023-11-08,5,0.24,5264.03,935.81
1593,16,100,2023-02-07,2,0.24,2385.88,541.58
1594,167,88,2022-03-27,5,0.17,4816.86,1206.63
1595,14,81,2023-09-23,5,0.27,1336.89,76.86
1596,180,61,2024-12-26,5,0.05,3596.98,278.73
1597,169,46,2024-01-14,2,0.21,2234.56,115.33
1598,61,4,2024-05-25,4,0.02,6925.78,1071.56
1599,81,73,2024-04-07,5,0.06,5543.79,748.8
1600,178,70,2023-05-31,1,0.3,763.1,161.29
1601,100,12,2022-02-05,4,0.17,4016.47,436.22
1602,189,52,2022-10-02,1,0.11,1685.32,92.22
1603,163,67,2024-03-07,5,0.01,2368.33,504.81
1604,14,10,2022-05-13,5,0.11,323.38,71.16
1605,71,19,2024-04-20,4,0.09,4178.06,844.2
1606,103,87,2023-08-25,1,0.26,691.15,118.63
1607,126,36,2022-07-25,2,0.02,565.89,80.42
1608,10,30,2024-02-21,2,0.22,2186.51,514.21
1609,64,68,2023-10-07,3,0.11,2977.0,504.34
1610,38,15,2023-02-12,4,0.29,2324.91,381.83
1611,77,40,2023-04-17,5,0.02,2986.75,390.52
1612,130,32,2023-09-15,2,0.06,3633.4,574.97
1613,27,97,2024-06-16,5,0.21,5406.05,1164.51
1614,66,32,2024-08-10,4,0.1,6957.58,842.78
1615,66,56,2023-12-04,3,0.14,4682.85,561.18
1616,169,53,2022-11-28,2,0.11,543.56,46.19
1617,72,45,2023-03-18,4,0.28,5525.8,941.12
1618,137,4,2022-11-12,2,0.24,2685.51,512.18
1619,70,47,2024-04-07,2,0.0,2237.9,187.36
1620,67,64,2023-05-21,1,0.24,476.72,114.53
1621,116,58,2024-04-05,4,0.02,1422.25,263.04
1622,30,58,2022-10-14,4,0.12,1277.13,194.2
1623,181,30,2023-08-05,4,0.07,5213.99,713.44
1624,145,56,2023-10-13,5,0.29,6443.46,737.83
1625,183,81,2024-08-13,3,0.05,1043.87,220.72
1626,186,18,2024-02-07,5,0.03,5985.63,1416.67
1627,17,28,2022-04-18,3,0.16,2483.26,310.86
1628,141,38,2022-01-22,4,0.27,619.48,137.34
1629,78,74,2023-01-28,3,0.17,3336.2,223.67
1630,130,85,2022-02-08,4,0.28,2680.68,702.31
1631,53,20,2024-12-24,4,0.04,5319.44,682.96
1632,126,33,2024-12-22,4,0.29,1599.83,389.41
1633,42,28,2024-05-02,3,0.16,2483.26,399.09
